Date,Open,High,Low,Close,Volume,Adj Close
2014-12-31,58.099998,59.049999,56.720001,56.830002,130700,55.625626
2014-12-30,57.84,58.459999,57.150002,57.93,144800,56.702312
2014-12-29,58.66,59.09,57.209999,57.880001,107100,56.653373
2014-12-26,58.459999,59.25,58.029999,58.509998,74700,57.270019
2014-12-24,58.259998,59.349998,58.040001,58.48,80800,57.240656
2014-12-23,59.50,60.049999,57.849998,58.259998,160800,57.025317
2014-12-22,59.709999,60.939999,59.119999,59.240002,171000,57.984551
2014-12-19,59.66,59.889999,58.810001,59.810001,401800,58.542471
2014-12-18,59.50,59.759998,57.630001,59.73,228600,58.464165
2014-12-17,56.790001,58.970001,56.330002,58.759998,144900,57.514721
2014-12-16,56.029999,57.889999,55.68,56.689999,186400,55.48859
2014-12-15,57.57,58.00,55.040001,56.220001,175900,55.028553
2014-12-12,56.009998,57.560001,55.889999,57.200001,115800,55.987783
2014-12-11,55.779999,56.799999,55.279999,56.59,152100,55.39071
2014-12-10,57.189999,57.389999,55.400002,55.599998,110700,54.421689
2014-12-09,55.900002,57.52,55.900002,57.360001,160300,56.144392
2014-12-08,57.259998,58.060001,56.439999,56.639999,143900,55.43965
2014-12-05,57.299999,58.060001,56.880001,57.50,142500,56.281425
2014-12-04,57.900002,58.610001,56.889999,57.259998,191300,56.046509
2014-12-03,57.119999,58.16,56.200001,58.060001,188400,56.829558
2014-12-02,56.16,57.509998,55.73,57.16,119300,55.94863
2014-12-01,57.509998,57.889999,56.060001,56.18,189200,54.989399
2014-11-28,56.939999,58.240002,56.50,57.400002,120600,56.183546
2014-11-26,56.91,57.52,56.82,57.200001,239700,55.987783
2014-11-25,55.91,57.290001,55.549999,56.880001,295900,55.674565
2014-11-24,54.049999,55.380001,53.709999,55.330002,121400,54.157415
2014-11-21,53.830002,54.91,53.650002,53.799999,177900,52.659837
2014-11-20,53.759998,53.779999,52.470001,53.240002,173600,52.111707
2014-11-19,54.450001,54.450001,53.779999,54.07,143200,52.924115
2014-11-18,54.630001,55.240002,54.380001,54.610001,114700,53.452672
2014-11-17,54.630001,55.560001,54.389999,54.66,168500,53.501612
2014-11-14,55.040001,55.849998,54.549999,54.799999,227100,53.638644
2014-11-13,54.049999,55.52,54.049999,55.009998,199700,53.844193
2014-11-12,53.490002,54.240002,52.740002,54.200001,144300,52.953481
2014-11-11,52.91,53.98,52.200001,53.50,186900,52.26958
2014-11-10,51.720001,52.959999,51.389999,52.939999,108200,51.722457
2014-11-07,53.900002,54.060001,51.52,51.630001,245800,50.442588
2014-11-06,54.310001,54.709999,53.57,53.84,162600,52.60176
2014-11-05,53.720001,54.48,53.259998,54.450001,197100,53.197732
2014-11-04,52.860001,53.880001,52.779999,53.380001,173500,52.15234
2014-11-03,52.919998,53.48,51.98,52.950001,287100,51.73223
2014-10-31,52.00,52.98,51.759998,52.66,347500,51.448898
2014-10-30,49.41,51.77,48.630001,51.529999,372400,50.344885
2014-10-29,50.18,50.59,49.02,49.639999,121600,48.498353
2014-10-28,49.09,50.459999,48.759998,50.009998,234900,48.859843
2014-10-27,49.00,49.369999,48.34,48.950001,299100,47.824224
2014-10-24,50.369999,50.50,49.00,49.07,366000,47.941463
2014-10-23,51.349998,51.860001,50.43,50.50,248000,49.338575
2014-10-22,49.549999,52.50,49.439999,51.110001,451100,49.934547
2014-10-21,48.740002,49.639999,48.09,49.360001,192600,48.224794
2014-10-20,47.790001,48.82,47.790001,48.25,154300,47.140322
2014-10-17,48.75,48.849998,47.490002,47.830002,118800,46.729983
2014-10-16,47.48,48.98,47.48,48.099998,265900,46.99377
2014-10-15,47.34,48.43,46.869999,48.07,144800,46.964461
2014-10-14,47.779999,48.68,47.48,47.869999,203000,46.76906
2014-10-13,47.580002,47.959999,47.27,47.349998,199800,46.261019
2014-10-10,47.389999,48.419998,47.25,47.279999,131500,46.192629
2014-10-09,48.029999,48.139999,47.040001,47.639999,245400,46.54435
2014-10-08,47.389999,47.919998,46.880001,47.869999,224500,46.76906
2014-10-07,49.57,50.049999,47.41,47.57,430300,46.47596
2014-10-06,50.919998,51.400002,49.639999,49.689999,251700,48.547203
2014-10-03,52.049999,52.299999,50.799999,50.959999,446500,49.787995
2014-10-02,51.209999,51.630001,50.869999,51.439999,257700,50.256955
2014-10-01,50.849998,51.57,50.150002,51.349998,188000,50.169025
2014-09-30,50.50,51.040001,50.00,50.709999,228300,49.543745
2014-09-29,50.470001,50.880001,50.009998,50.610001,206800,49.446046
2014-09-26,50.48,50.950001,49.470001,50.82,406800,49.651215
